일련번호,인명피해수,재산피해금액,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시군구명,읍면동명,시설장소소분류명,화재유형명,발화지점,발화원인,발화요인대분류명,전체인력수합계,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
23,0,0,철원소방서,태봉119안전센터,,20140327,154800,20140327,154843,20140327,154922,20140327,155225,20140327,43822,20140327,164852,303,5627,1,9,0,철원군,갈말읍,사유림,임야,산중턱,입산자실화,부주의,38,10,맑음,21,27,225,4,
24,0,310,홍천소방서,양덕원119안전센터,서면119지역대,20140327,172600,20140327,172628,20140327,172720,20140327,174016,20140327,63914,20140327,185711,1256,11655,47,26,8,홍천군,서면,공유림,임야,산중턱,기타,부주의,104,11,맑음,22,19,270,4,
25,0,1340,평창소방서,봉평119안전센터,,20140327,182900,20140327,182946,20140327,183044,20140327,190006,20140327,81932,20140327,202024,2922,12018,48,27,17,평창군,용평면,국유림,임야,산아래,미상,미상,263,17,맑음,17,32,270,4,
26,0,0,홍천소방서,양덕원119안전센터,서면119지역대,20140328,60900,20140328,60900,20140328,61100,20140328,62349,20140328,83015,20140328,94125,1249,31736,47,26,8,홍천군,서면,공유림,임야,산중턱,기타,기타,69,10,구름조금,7,83,45,4,
27,0,0,횡성소방서,횡성119안전센터,서원119지역대,20140401,134200,20140401,134236,20140401,134300,20140401,135800,20140401,22500,20140401,144700,1500,4900,18,18,5,횡성군,서원면,사유림,임야,산아래,기타,전기적요인,103,68,구름조금,22,23,180,4,
28,0,0,강릉소방서,내곡119안전센터,,20140402,144100,20140402,144140,20140402,144612,20140402,153512,20140402,33512,20140402,154012,4900,500,31,29,0,강릉시,왕산면,국유림,임야,산아래,담뱃불,부주의,52,11,구름조금,23,15,180,4,건조주의보
29,0,0,영월소방서,주천119안전센터,,20140409,135200,20140409,135210,20140409,135318,20140409,141518,20140409,23018,20140409,150018,2200,4500,38,19,0,영월군,수주면,사유림,임야,산아래,논/밭두렁,부주의,145,26,맑음,23,24,270,4,
30,0,0,춘천소방서,양구119안전센터,남면119지역대,20140410,130400,20140410,130414,20140410,130522,20140410,131633,20140410,15442,20140410,135743,1111,4110,60,10,4,양구군,남면,국유림,임야,산아래,기타,부주의,78,10,맑음,21,37,225,8,
31,0,0,철원소방서,태봉119안전센터,,20140410,150800,20140410,150810,20140410,151010,20140410,151143,20140410,34246,20140410,154246,133,3103,1,7,0,철원군,갈말읍,사유림,임야,산아래,담뱃불,부주의,71,6,구름조금,20,28,315,4,
32,0,0,철원소방서,태봉119안전센터,,20140410,173300,20140410,173356,20140410,173836,20140410,174141,20140410,54901,20140410,175220,305,1039,1,7,0,철원군,갈말읍,사유림,임야,산중턱,기타,기타,38,3,구름조금,20,23,315,4,
33,0,0,춘천소방서,후평119안전센터,,20140411,142500,20140411,142527,20140411,145039,20140411,155039,20140411,43039,20140411,164039,0,5000,30,30,0,춘천시,동면,사유림,임야,산중턱,담뱃불,부주의,73,4,구름조금,22,31,315,4,
34,0,0,원주소방서,문막119안전센터,,20140411,172700,20140411,172700,20140411,172800,20140411,175319,20140411,61721,20140411,181721,2519,2402,25,11,0,원주시,지정면,공유림,임야,산정상,담뱃불,부주의,80,8,구름조금,18,53,270,4,
35,0,0,춘천소방서,양구119안전센터,,20140412,135900,20140412,135902,20140412,140115,20140412,142910,20140412,32042,20140412,155414,2755,12504,55,14,22,양구군,양구읍,사유림,임야,산중턱,담뱃불,부주의,110,7,맑음,12,0,45,4,건조주의보
36,0,0,홍천소방서,홍천119안전센터,,20140413,135200,20140413,135218,20140413,135450,20140413,140813,20140413,21210,20140413,141210,1323,357,16,16,0,홍천군,동면,공유림,임야,평지,기타,부주의,14,6,맑음,0,0,,,
37,0,264,홍천소방서,홍천119안전센터,,20140413,141400,20140413,141448,20140413,141534,20140413,143946,20140413,25128,20140413,152408,2412,4422,20,20,16,홍천군,북방면,사유림,임야,산중턱,쓰레기소각장,부주의,114,12,맑음,0,0,,,
38,0,0,정선소방서,조양119안전센터,화암119지역대,20140413,160600,20140413,160652,20140413,160730,20140413,161833,20140413,43038,20140413,171238,1103,5405,18,18,5,정선군,화암면,사유림,임야,산아래,기타,부주의,88,9,맑음,16,30,45,,
39,0,0,평창소방서,평창119안전센터,,20140413,210500,20140413,210500,20140413,210654,20140413,211320,20140413,95819,20140413,215835,626,4515,18,18,6,평창군,미탄면,사유림,임야,산정상,담뱃불,부주의,74,3,맑음,0,0,,,
40,0,0,고성소방서,거진119안전센터,,20140415,104600,20140415,104622,20140415,104852,20140415,113723,20140415,21205,20140415,141205,4831,23442,53,22,12,고성군,현내면,국유림,임야,산중턱,미상,기타,352,55,맑음,23,0,270,8,
41,0,0,고성소방서,거진119안전센터,현내119지역대,20140415,172900,20140415,172926,20140415,173041,20140415,181741,20140415,61941,20140415,190041,4700,4300,52,22,12,고성군,현내면,국유림,임야,산중턱,기타,부주의,19,6,구름조금,25,0,270,8,
42,0,0,춘천소방서,후평119안전센터,,20140416,224500,20140416,224542,20140416,224700,20140416,225200,20140416,115800,20140417,20000,500,30800,2,2,0,춘천시,동면,사유림,임야,산아래,미상,미상,131,6,구름조금,9,96,225,4,
43,0,0,춘천소방서,후평119안전센터,,20140417,191400,20140417,191456,20140417,191601,20140417,192100,20140417,82001,20140417,202001,459,5901,4,4,0,춘천시,동면,사유림,임야,산아래,미상,방화의심,109,3,비,14,93,315,4,
44,0,44,홍천소방서,양덕원119안전센터,서면119지역대,20140420,134100,20140420,134115,20140420,134255,20140420,142125,20140420,24601,20140420,145700,3830,3535,47,38,15,홍천군,서면,사유림,임야,산아래,쓰레기소각장,부주의,102,12,구름조금,21,36,90,4,
45,0,0,영월소방서,주천119안전센터,한반도119지역대,20140421,131500,20140421,131520,20140421,131950,20140421,133338,20140421,24121,20140421,152152,1348,14814,25,6,0,영월군,한반도면,사유림,임야,산중턱,담뱃불,부주의,133,10,구름조금,21,29,225,4,
46,0,5084,고성소방서,동광119안전센터,,20140421,160500,20140421,160549,20140421,160704,20140421,162715,20140421,45525,20140421,165637,2011,2922,14,13,0,고성군,토성면,사유림,임야,산중턱,담뱃불,부주의,119,24,맑음,16,31,180,4,
47,0,0,인제소방서,원통119안전센터,,20140422,103800,20140422,103808,20140422,103928,20140422,105700,20140422,110500,20140422,110500,1732,800,15,6,0,인제군,북면,사유림,임야,산중턱,미상,부주의,136,21,구름조금,18,70,180,4,
48,0,0,홍천소방서,홍천119안전센터,화촌119지역대,20140422,144400,20140422,144431,20140422,144557,20140422,145337,20140422,33102,20140422,155700,740,10323,19,19,8,홍천군,화촌면,국유림,임야,산정상,입산자실화,부주의,115,25,맑음,23,13,315,,
49,0,0,춘천소방서,강촌119안전센터,,20140423,133000,20140423,133036,20140423,133216,20140423,134216,20140423,24016,20140423,144016,1000,5800,38,10,0,춘천시,남면,국유림,임야,산중턱,담뱃불,부주의,156,6,맑음,23,18,135,4,
50,0,0,홍천소방서,서석119안전센터,,20140424,105000,20140424,105020,20140424,105353,20140424,112349,20140424,124056,20140426,210000,2956,93611,42,9,0,홍천군,서석면,국유림,임야,산정상,담뱃불,부주의,395,38,맑음,20,34,315,4,
51,0,3856,횡성소방서,우천119안전센터,,20140424,114500,20140424,114550,20140424,114723,20140424,120855,20140424,120855,20140424,135836,2132,14941,21,13,0,횡성군,우천면,국유림,임야,산중턱,미상,미상,201,211,맑음,21,44,270,4,
52,0,850,영월소방서,주천119안전센터,,20140424,125400,20140424,125440,20140424,125612,20140424,133450,20140424,25511,20140424,153011,3838,15521,46,20,0,영월군,수주면,국유림,임야,산중턱,담뱃불,부주의,150,10,맑음,23,24,135,4,
53,0,0,춘천소방서,석사119안전센터,,20140424,152600,20140424,152603,20140424,152907,20140424,155007,20140424,43007,20140424,163007,2100,4000,22,16,0,춘천시,동산면,국유림,임야,산정상,담뱃불,부주의,94,7,맑음,26,19,270,4,
54,0,0,춘천소방서,강촌119안전센터,,20140424,181500,20140424,181547,20140424,181751,20140424,183651,20140424,64551,20140424,185051,1900,1400,30,10,0,춘천시,남산면,사유림,임야,산정상,담뱃불,부주의,87,4,맑음,23,18,270,4,
55,0,0,영월소방서,주천119안전센터,,20140424,183200,20140424,183231,20140424,183401,20140424,191401,20140424,74001,20140424,200001,4000,4600,35,10,0,영월군,수주면,국유림,임야,산중턱,담뱃불,부주의,112,23,맑음,16,70,180,4,
56,0,557,삼척소방서,봉황119안전센터,,20140425,101700,20140425,101737,20140425,101813,20140425,102213,20140425,104913,20140425,112013,400,5800,4,4,0,삼척시,평전동,사유림,임야,산아래,논/밭두렁,부주의,144,12,맑음,23,32,90,4,
57,0,1529,영월소방서,주천119안전센터,,20140425,121300,20140425,121326,20140425,121519,20140425,123547,20140425,32007,20140425,161807,2028,34220,36,10,0,영월군,수주면,국유림,임야,산정상,기타,부주의,123,12,맑음,23,25,180,4,
58,0,0,양양소방서,하조대119안전센터,,20140425,141000,20140425,141040,20140425,141238,20140425,144338,20140425,25738,20140425,151038,3100,2700,43,10,0,양양군,현남면,국유림,임야,산정상,담뱃불,부주의,264,36,맑음,0,0,,,
59,0,0,춘천소방서,화천119안전센터,,20140425,201400,20140425,201454,20140425,201644,20140425,202105,20140425,91531,20140425,220531,421,14426,50,5,,화천군,화천읍,국유림,임야,산아래,기타,부주의,58,7,맑음,18,0,45,4,
60,0,0,평창소방서,봉평119안전센터,용평119지역대,20140426,103900,20140426,103900,20140426,104056,20140426,110351,20140426,121054,20140426,134909,2255,24518,43,22,12,평창군,용평면,국유림,임야,산중턱,입산자실화,부주의,269,11,구름조금,18,43,225,4,
61,0,0,춘천소방서,화천119안전센터,,20140426,131800,20140426,131859,20140426,131900,20140426,132700,20140426,13200,20140426,135200,800,2500,34,2,16,화천군,화천읍,국유림,임야,산아래,쓰레기소각장,부주의,71,6,맑음,22,0,135,4,
62,0,0,춘천소방서,양구119안전센터,,20140426,151200,20140426,151234,20140426,151456,20140426,153038,20140426,33038,20140426,153038,1542,0,36,10,10,양구군,양구읍,국유림,임야,산정상,입산자실화,부주의,91,5,흐림,25,60,270,4,
63,0,0,양양소방서,하조대119안전센터,,20140427,152500,20140427,152531,20140427,152743,20140427,155352,20140427,42003,20140427,164314,2609,4922,54,21,0,양양군,현남면,공유림,임야,산중턱,담뱃불,부주의,280,35,맑음,0,0,,,
64,0,2,홍천소방서,홍천119안전센터,동면119지역대,20140504,184200,20140504,184206,20140504,184346,20140504,185213,20140504,73046,20140504,203700,827,14447,9,9,5,홍천군,동면,공유림,임야,산정상,입산자실화,부주의,94,15,비,16,28,270,,
65,0,0,춘천소방서,양구119안전센터,동면119지역대,20140505,190400,20140505,190452,20140505,190757,20140505,195427,20140505,82405,20140505,202405,4630,2938,67,17,8,양구군,동면,사유림,임야,산정상,입산자실화,부주의,49,5,맑음,8,68,315,4,풍랑주의보
66,0,0,영월소방서,영월119안전센터,,20140506,183600,20140506,183616,20140506,183707,20140506,184910,20140506,71510,20140506,193010,1203,4100,9,9,8,영월군,영월읍,사유림,임야,산아래,쓰레기소각장,부주의,288,7,구름조금,18,23,225,4,
67,0,900,삼척소방서,근덕119안전센터,,20140509,160300,20140509,160333,20140509,160403,20140509,162903,20140509,43503,20140509,174703,2500,11800,35,25,34,삼척시,노곡면,사유림,임야,산중턱,입산자실화,부주의,136,14,맑음,12,25,135,4,
68,0,462,영월소방서,영월119안전센터,북면119지역대,20140510,150000,20140510,150034,20140510,150256,20140510,153539,20140510,52015,20140510,180000,3243,22421,22,22,10,영월군,북면,국유림,임야,산정상,담뱃불,부주의,128,13,맑음,27,21,180,8,
69,0,0,인제소방서,인제119안전센터,남면119지역대,20140511,163600,20140511,163646,20140511,163934,20140511,165635,20140511,55551,20140511,175551,1701,5916,15,15,6,인제군,남면,사유림,임야,산정상,담뱃불,부주의,53,9,흐림,17,72,45,4,
70,0,0,정선소방서,임계119안전센터,,20140514,182200,20140514,182241,20140514,182428,20140514,184428,20140514,72828,20140514,194028,2000,5600,55,14,30,정선군,임계면,국유림,임야,산중턱,담뱃불,부주의,133,16,맑음,23,30,180,4,
71,0,5755,삼척소방서,근덕119안전센터,,20140526,115800,20140526,115817,20140526,120031,20140526,122558,20140526,124558,20140526,132058,2527,5500,20,20,0,삼척시,근덕면,국유림,임야,산정상,담뱃불,부주의,95,12,맑음,32,34,180,4,
72,0,0,춘천소방서,양구119안전센터,남면119지역대,20140528,152800,20140528,152812,20140528,153004,20140528,170054,20140528,52230,20140528,175030,3050,4936,80,30,22,양구군,남면,국유림,임야,산중턱,입산자실화,부주의,53,5,맑음,25,0,45,4,
73,0,0,고성소방서,거진119안전센터,,20140529,153200,20140529,153254,20140529,153454,20140529,161648,20140529,70146,20140529,190146,4154,24458,53,22,12,고성군,현내면,국유림,임야,산정상,기타,화학적요인,69,13,구름조금,21,0,135,4,
74,0,0,춘천소방서,양구119안전센터,남면119지역대,20140530,73400,20140530,73421,20140531,73748,20140531,75048,20140531,75048,20140531,75048,1300,0,80,30,15,양구군,남면,국유림,임야,산중턱,기타,기타,11,4,맑음,25,40,225,4,
75,0,0,강릉소방서,주문진119안전센터,,20140531,102800,20140531,102802,20140531,103111,20140531,105611,20140531,111111,20140531,111111,2500,1500,22,7,0,강릉시,주문진읍,사유림,임야,산아래,논/밭두렁,부주의,40,11,맑음,29,36,45,4,
76,0,41250,평창소방서,평창119안전센터,,20140531,170100,20140531,170108,20140531,170229,20140531,171002,20140531,64312,20140531,200612,733,25610,19,19,6,평창군,미탄면,국유림,임야,산정상,논/밭두렁,부주의,105,12,맑음,33,22,270,4,
77,0,0,횡성소방서,횡성119안전센터,갑천119지역대,20140601,214100,20140601,214138,20140601,214243,20140601,221048,20140601,102720,20140601,225642,2805,4554,27,27,9,횡성군,갑천면,사유림,임야,산아래,쓰레기소각장,부주의,84,7,구름많음,22,98,0,,
78,0,110,원주소방서,혁신119안전센터,명륜119지역대,20140610,165200,20140610,165202,20140610,165248,20140610,170448,20140610,53002,20140610,175002,1200,4514,8,8,0,원주시,흥업면,국유림,임야,산정상,담뱃불,자연적인요인,52,5,맑음,23,68,45,4,
79,0,0,원주소방서,문막119안전센터,,20140612,134900,20140612,134938,20140612,135308,20140612,141103,20140612,21230,20140612,142220,1755,1117,17,8,0,원주시,지정면,사유림,임야,산중턱,담뱃불,부주의,19,4,맑음,26,52,225,4,
80,0,102,인제소방서,인제119안전센터,,20140615,141000,20140615,141005,20140615,141233,20140615,143000,20140615,34000,20140615,162000,1727,15000,18,18,0,인제군,인제읍,사유림,임야,산아래,기타,부주의,124,15,맑음,28,20,45,4,
81,0,7920,인제소방서,인제119안전센터,남면119지역대,20140619,150300,20140619,150312,20140619,150449,20140619,151449,20140619,32949,20140619,162049,1000,10600,20,20,10,인제군,남면,공유림,임야,평지,쓰레기소각장,부주의,84,7,비,23,72,225,4,
82,0,0,춘천소방서,강촌119안전센터,,20140720,155900,20140720,155949,20140720,160416,20140720,161738,20140720,71500,20140720,193000,1322,31222,11,9,0,춘천시,신동면,사유림,임야,산중턱,담뱃불,부주의,22,7,구름많음,34,44,270,4,
83,0,0,춘천소방서,화천119안전센터,간동119지역대,20140910,144400,20140910,144428,20140910,144535,20140910,150802,20140910,31035,20140910,151528,2227,726,28,23,6,화천군,간동면,사유림,임야,산아래,미상,부주의,9,2,맑음,26,0,270,4,
84,0,8,춘천소방서,화천119안전센터,간동119지역대,20140920,125200,20140920,125217,20140920,125220,20140920,125619,20140920,125619,20140920,125619,359,0,18,28,5,화천군,간동면,공유림,임야,산중턱,담뱃불,부주의,4,1,맑음,25,0,135,4,
85,0,0,춘천소방서,화천119안전센터,,20140920,133400,20140920,133443,20140920,133711,20140920,141611,20140920,55311,20140920,182411,3900,40800,48,16,26,화천군,화천읍,사유림,임야,산중턱,미상,부주의,122,115,맑음,25,0,135,4,
86,0,0,양양소방서,양양119안전센터,,20141025,142500,20141025,142546,20141025,142627,20141025,143127,20141025,24727,20141025,145927,500,2800,24,5,0,양양군,양양읍,사유림,임야,산중턱,쓰레기소각장,부주의,44,11,맑음,25,25,270,,
87,0,0,홍천소방서,홍천119안전센터,두촌119지역대,20141028,115200,20141028,115221,20141028,115339,20141028,120134,20141028,15322,20141028,142945,755,22811,25,25,11,홍천군,두촌면,국유림,임야,산중턱,담뱃불,부주의,41,10,맑음,14,0,135,4,
88,0,0,인제소방서,기린119안전센터,,20141029,133300,20141029,133346,20141029,133434,20141029,140947,20141029,33530,20141029,164648,3513,23701,47,18,0,인제군,기린면,국유림,임야,산중턱,담뱃불,부주의,56,8,맑음,17,46,315,4,
89,0,0,횡성소방서,둔내119안전센터,,20141029,153800,20141029,153800,20141029,153840,20141029,154744,20141029,35732,20141029,161932,904,3148,36,23,10,횡성군,청일면,국유림,임야,산아래,기타,부주의,32,3,맑음,19,23,225,4,
90,0,0,춘천소방서,사내119안전센터,,20141029,174600,20141029,174639,20141029,174757,20141029,175357,20141029,61657,20141029,182557,600,3200,51,6,0,화천군,사내면,국유림,임야,산아래,논/밭두렁,부주의,45,3,맑음,10,46,0,4,
91,0,372,평창소방서,평창119안전센터,,20141030,144100,20141030,144126,20141030,144211,20141030,150354,20141030,43419,20141030,181353,2143,30959,20,20,0,평창군,대화면,사유림,임야,산중턱,논/밭두렁,부주의,109,10,맑음,19,33,180,4,
92,0,0,인제소방서,원통119안전센터,서화119지역대,20141031,152600,20141031,152606,20141031,152700,20141031,154100,20141031,42000,20141031,165100,1400,11000,28,20,7,인제군,서화면,국유림,임야,산중턱,담뱃불,부주의,10,5,맑음,15,55,135,4,
93,0,0,철원소방서,동송119안전센터,,20141104,142200,20141104,142205,20141104,142304,20141104,143304,20141104,32820,20141104,154128,1000,10824,9,13,0,철원군,갈말읍,사유림,임야,산중턱,군경사격장,기타,119,9,맑음,0,0,,,
94,0,0,홍천소방서,서석119안전센터,내촌119지역대,20141109,131700,20141109,131743,20141109,132327,20141109,134116,20141109,22559,20141109,145921,1749,11805,36,22,9,홍천군,내촌면,국유림,임야,산아래,자동차,교통사고,50,16,맑음,14,0,180,4,
95,0,2541,춘천소방서,양구119안전센터,,20141111,113000,20141111,113045,20141111,113104,20141111,113604,20141111,114504,20141111,123004,500,5400,40,4,19,양구군,양구읍,사유림,임야,평지,논/밭두렁,부주의,63,4,구름조금,9,56,90,4,
96,0,0,평창소방서,봉평119안전센터,,20141115,23600,20141115,23613,20141115,23739,20141115,25333,20141115,45510,20141115,405510,1554,20137,40,9,0,평창군,봉평면,사유림,임야,산중턱,미상,미상,47,9,맑음,-3,97,0,4,
97,0,800,양양소방서,양양119안전센터,,20141123,82800,20141123,82842,20141123,83007,20141123,83802,20141123,95126,20141123,105126,755,21324,27,11,0,양양군,서면,국유림,임야,산중턱,미상,미상,164,24,맑음,12,61,45,4,
98,0,0,춘천소방서,사내119안전센터,,20141209,122900,20141209,122925,20141209,123136,20141209,125228,20141209,10428,20141209,130428,2052,1200,54,6,0,화천군,사내면,국유림,임야,산중턱,군경사격장,기타,15,2,맑음,-1,39,225,4,
99,1,0,양양소방서,양양119안전센터,,20141209,130000,20141209,130038,20141209,130108,20141209,130555,20141209,10808,20141209,131508,447,913,23,6,0,양양군,손양면,사유림,임야,산아래,쓰레기소각장,부주의,92,20,맑음,5,0,45,4,
100,1,0,양양소방서,하조대119안전센터,,20141222,101800,20141222,101806,20141222,101906,20141222,102402,20141222,110944,20141222,113047,456,10645,33,2,0,양양군,현북면,사유림,임야,평지,쓰레기소각장,부주의,167,29,맑음,0,0,,,
1,0,0,양양소방서,양양119안전센터,,20150102,122500,20150102,122552,20150102,122652,20150102,123443,20150102,123643,20150102,124043,751,600,18,5,0,양양군,손양면,사유림,임야,평지,기타,부주의,27,11,맑음,0,0,,,
2,0,0,강릉소방서,주문진119안전센터,,20150105,15200,20150105,15209,20150105,15405,20150105,20735,20150105,23000,20150105,25203,1330,4428,21,6,0,강릉시,주문진읍,국유림,임야,산중턱,미상,미상,42,13,맑음,0,0,,,
3,0,0,강릉소방서,내곡119안전센터,,20150110,125500,20150110,125554,20150110,125715,20150110,133005,20150110,22417,20150110,151618,3250,14613,29,27,0,강릉시,왕산면,사유림,임야,산정상,미상,미상,124,14,맑음,0,0,,,
4,0,0,춘천소방서,화천119안전센터,상서119지역대,20150113,165800,20150113,165847,20150113,170144,20150113,170547,20150113,52638,20150113,172638,403,2051,51,20,3,화천군,상서면,국유림,임야,산중턱,군경사격장,화학적요인,0,0,맑음,0,0,270,4,
5,0,0,고성소방서,동광119안전센터,,20150131,143300,20150131,143300,20150131,143400,20150131,145518,20150131,25518,20150131,152118,2118,2600,12,10,0,고성군,토성면,사유림,임야,산중턱,담뱃불,부주의,71,8,맑음,0,0,,,
6,0,0,양양소방서,양양119안전센터,,20150201,135300,20150201,135321,20150201,135521,20150201,140301,20150201,22401,20150201,143801,740,3500,17,7,0,양양군,강현면,사유림,임야,평지,논/밭두렁,부주의,106,18,맑음,0,0,,,
7,0,5701,춘천소방서,신북119안전센터,,20150201,160800,20150201,160845,20150201,161307,20150201,164625,20150201,55058,20150201,175058,3318,10433,68,71,12,춘천시,북산면,사유림,임야,산아래,입산자실화,부주의,88,15,맑음,3,34,225,4,
8,0,44174,삼척소방서,원덕119안전센터,가곡119지역대,20150208,132500,20150208,132545,20150208,132652,20150208,134026,20150209,124025,20150210,170034,1334,32008,45,12,9,삼척시,가곡면,국유림,임야,산아래,미상,부주의,3743,160,맑음,-10,26,135,4,풍랑주의보
9,0,0,원주소방서,태장119안전센터,,20150226,141500,20150226,141531,20150226,141615,20150226,142257,20150226,22439,20150226,154000,642,11703,8,6,0,원주시,태장동,사유림,임야,산아래,기타,부주의,96,11,맑음,6,30,270,8,풍랑주의보
10,0,0,영월소방서,주천119안전센터,,20150302,132500,20150302,132500,20150302,132500,20150302,132638,20150302,14916,20150302,141431,138,4753,20,10,2,영월군,한반도면,사유림,임야,산중턱,성묘객,부주의,74,7,맑음,9,24,225,4,
11,0,0,인제소방서,원통119안전센터,,20150302,161700,20150302,161734,20150302,161846,20150302,162300,20150302,51000,20150302,172000,414,5700,14,4,0,인제군,북면,국유림,임야,산정상,담뱃불,부주의,124,9,맑음,8,54,315,4,
12,0,0,횡성소방서,둔내119안전센터,청일지역대,20150307,115000,20150307,115004,20150307,115119,20150307,120507,20150307,122913,20150307,122913,1348,2406,22,15,1,횡성군,청일면,사유림,임야,산아래,기타,부주의,71,11,맑음,7,23,180,4,
13,0,0,춘천소방서,후평119안전센터,,20150307,133000,20150307,133005,20150307,133205,20150307,134232,20150307,20032,20150307,142032,1027,3800,6,6,0,춘천시,동면,사유림,임야,산아래,쓰레기소각장,부주의,146,4,맑음,12,26,0,4,
14,0,0,횡성소방서,둔내119안전센터,청일지역대,20150308,104300,20150308,104323,20150308,104409,20150308,104901,20150308,111158,20150308,112045,452,3144,30,13,4,횡성군,청일면,사유림,임야,산아래,논/밭두렁,부주의,67,12,구름조금,9,39,180,4,
15,0,534,고성소방서,동광119안전센터,,20150308,110100,20150308,110150,20150308,110227,20150308,111742,20150308,115639,20150308,132853,1515,21111,22,14,0,고성군,죽왕면,사유림,임야,산아래,쓰레기소각장,부주의,529,33,구름조금,8,61,90,4,
16,0,1375,강릉소방서,내곡119안전센터,,20150308,135800,20150308,135831,20150308,135955,20150308,140927,20150308,24208,20150308,150111,932,5144,6,7,0,강릉시,성산면,사유림,임야,산중턱,논/밭두렁,부주의,100,22,맑음,12,51,180,4,
17,0,0,횡성소방서,횡성119안전센터,,20150309,111400,20150309,111400,20150309,111529,20150309,112517,20150309,112553,20150309,112912,948,355,17,17,8,횡성군,공근면,국유림,임야,산아래,기타,부주의,27,7,구름조금,9,49,225,4,한파주의보
18,0,0,춘천소방서,신북119안전센터,,20150309,142100,20150309,142137,20150309,142237,20150309,143153,20150309,25053,20150309,152053,916,4900,10,7,0,춘천시,신북읍,사유림,임야,산아래,기타,부주의,59,7,맑음,8,21,315,8,
19,0,649,춘천소방서,후평119안전센터,,20150309,144000,20150309,144029,20150309,144329,20150309,150222,20150309,42026,20150309,164826,1853,14604,6,6,0,춘천시,동면,사유림,임야,산아래,담뱃불,부주의,261,18,맑음,8,23,270,4,한파주의보
20,0,0,평창소방서,진부119안전센터,,20150310,165300,20150310,165352,20150310,165441,20150310,165940,20150310,53824,20150310,174511,459,4531,50,5,0,평창군,진부면,사유림,임야,산아래,기타,부주의,128,18,맑음,-3,21,225,4,
21,0,0,강릉소방서,포남119안전센터,,20150311,104600,20150311,104601,20150311,104654,20150311,105220,20150311,105606,20150311,110904,526,1644,2,2,0,강릉시,포남동,사유림,임야,산중턱,담뱃불,부주의,44,13,맑음,5,14,315,4,건조경보
22,0,385,강릉소방서,주문진119안전센터,,20150311,171500,20150311,171515,20150311,171619,20150311,173522,20150311,54229,20150311,180856,1903,3334,21,8,0,강릉시,연곡면,사유림,임야,산아래,논/밭두렁,부주의,71,13,구름조금,5,42,270,8,풍랑주의보
23,0,0,홍천소방서,홍천119안전센터,동면119지역대,20150311,185900,20150311,185951,20150311,190056,20150311,191809,20150311,74537,20150311,195919,1713,4110,16,16,12,홍천군,동면,사유림,임야,산중턱,담뱃불,부주의,76,8,맑음,4,17,270,4,풍랑주의보
24,0,0,강릉소방서,유천119안전센터,,20150314,115000,20150314,115055,20150314,115230,20150314,120603,20150314,121312,20150314,121451,1333,848,6,6,0,강릉시,유천동,사유림,임야,산아래,담뱃불,부주의,37,12,맑음,0,0,,,
25,0,0,춘천소방서,양구119안전센터,,20150314,131900,20150314,131905,20150314,132005,20150314,132400,20150314,13613,20150314,133913,355,1513,59,15,4,양구군,동면,사유림,임야,산아래,쓰레기소각장,부주의,60,4,맑음,7,29,315,4,
26,0,162,홍천소방서,양덕원119안전센터,,20150314,145300,20150314,145332,20150314,145450,20150314,145911,20150314,35011,20150314,155545,421,5634,16,3,0,홍천군,남면,사유림,임야,산아래,쓰레기소각장,부주의,137,15,맑음,10,15,90,4,
27,0,0,동해소방서,북삼119안전센터,삼화119지역대,20150315,143200,20150315,143201,20150315,143245,20150315,144510,20150315,35821,20150315,171521,1225,23011,10,6,6,동해시,쇄운동,사유림,임야,산아래,기타,부주의,263,6,맑음,12,56,45,4,건조경보
28,1,0,삼척소방서,원덕119안전센터,,20150317,160500,20150317,160532,20150317,160632,20150317,162009,20150317,44109,20150317,184009,1337,22000,45,19,0,삼척시,원덕읍,국유림,임야,산아래,논/밭두렁,부주의,227,18,맑음,17,30,90,4,
29,0,0,춘천소방서,사내119안전센터,,20150319,150300,20150319,150353,20150319,150353,20150319,151322,20150319,33322,20150319,161022,929,5700,55,10,0,화천군,사내면,국유림,임야,산아래,논/밭두렁,부주의,54,4,맑음,20,30,225,4,
30,0,0,춘천소방서,화천119안전센터,,20150321,132100,20150321,132101,20150321,132201,20150321,132700,20150321,22000,20150321,144000,459,11300,37,4,0,화천군,화천읍,사유림,임야,산중턱,논/밭두렁,부주의,136,4,맑음,0,0,,,
31,0,0,영월소방서,주천119안전센터,,20150322,134000,20150322,134027,20150322,134127,20150322,135419,20150322,31519,20150322,151519,1252,12100,35,8,0,영월군,주천면,사유림,임야,평지,쓰레기소각장,부주의,117,21,맑음,7,30,45,8,
32,1,15037,춘천소방서,화천119안전센터,,20150322,135800,20150322,135846,20150322,140246,20150322,140705,20150323,91005,20150323,103005,419,202300,25,19,3,화천군,간동면,사유림,임야,산중턱,쓰레기소각장,부주의,445,15,맑음,12,14,45,8,
